HouseID,Address,Street,kilowattsPerHourPerMonth,gallonsPerDayPerHouse
18692,61 BOWDOIN AVENUE,BOWDOIN AVENUE,670,300
17905,62 BOWDOIN AVENUE,BOWDOIN AVENUE,601,197
17944,63 BOWDOIN AVENUE,BOWDOIN AVENUE,557,174
18292,65 BOWDOIN AVENUE,BOWDOIN AVENUE,676,196
18745,66 BOWDOIN AVENUE,BOWDOIN AVENUE,622,181
18476,68 BOWDOIN AVENUE,BOWDOIN AVENUE,627,234
18642,69 BOWDOIN AVENUE,BOWDOIN AVENUE,567,209
18023,70 BOWDOIN AVENUE,BOWDOIN AVENUE,676,260
18513,73 BOWDOIN AVENUE,BOWDOIN AVENUE,689,266
17948,74 BOWDOIN AVENUE,BOWDOIN AVENUE,688,162
18419,75 BOWDOIN AVENUE,BOWDOIN AVENUE,690,205
18639,78 BOWDOIN AVENUE,BOWDOIN AVENUE,645,77
18255,79 BOWDOIN AVENUE,BOWDOIN AVENUE,582,100
19783,8 BOWDOIN AVENUE,BOWDOIN AVENUE,589,257
18607,81 BOWDOIN AVENUE,BOWDOIN AVENUE,699,256
18296,82 BOWDOIN AVENUE,BOWDOIN AVENUE,643,202
18500,85 BOWDOIN AVENUE,BOWDOIN AVENUE,578,126
18213,86 BOWDOIN AVENUE,BOWDOIN AVENUE,608,185
18232,87 BOWDOIN AVENUE,BOWDOIN AVENUE,635,210
19400,90 BOWDOIN AVENUE,BOWDOIN AVENUE,631,300
18286,91 BOWDOIN AVENUE,BOWDOIN AVENUE,685,238
18369,95 BOWDOIN AVENUE,BOWDOIN AVENUE,551,249
19349,97 BOWDOIN AVENUE,BOWDOIN AVENUE,696,266
8961,15 BOWKER ROAD,BOWKER ROAD,691,77
10531,17 BOWKER ROAD,BOWKER ROAD,631,266
10989,27 BOWKER ROAD,BOWKER ROAD,689,270
13142,28 BOWKER ROAD,BOWKER ROAD,603,226
11762,31 BOWKER ROAD,BOWKER ROAD,668,78
13413,34 BOWKER ROAD,BOWKER ROAD,663,298
12915,35 BOWKER ROAD,BOWKER ROAD,635,227
13020,41 BOWKER ROAD,BOWKER ROAD,558,128
13596,42 BOWKER ROAD,BOWKER ROAD,640,200
13598,47 BOWKER ROAD,BOWKER ROAD,572,85
13717,48 BOWKER ROAD,BOWKER ROAD,688,95
16028,15 BOWKER STREET,BOWKER STREET,569,184
15800,20 BOWKER STREET,BOWKER STREET,553,159
16051,24 BOWKER STREET,BOWKER STREET,678,196
9657,10 BOYNTON STREET,BOYNTON STREET,687,235
9656,12 BOYNTON STREET,BOYNTON STREET,639,202
10177,15 BOYNTON STREET,BOYNTON STREET,630,247
10109,17 BOYNTON STREET,BOYNTON STREET,693,234
10279,18 BOYNTON STREET,BOYNTON STREET,656,272
7445,19 BOYNTON STREET,BOYNTON STREET,667,156
7446,21 BOYNTON STREET,BOYNTON STREET,684,157
7591,22 BOYNTON STREET,BOYNTON STREET,600,141
7362,25 BOYNTON STREET,BOYNTON STREET,587,200
7400,26 BOYNTON STREET,BOYNTON STREET,560,205
7367,29 BOYNTON STREET,BOYNTON STREET,690,193
7514,33 BOYNTON STREET,BOYNTON STREET,686,190
7871,36 BOYNTON STREET,BOYNTON STREET,622,197
7786,37 BOYNTON STREET,BOYNTON STREET,632,200
10039,4 BOYNTON STREET,BOYNTON STREET,660,137
7178,42 BOYNTON STREET,BOYNTON STREET,650,105
6218,55 BOYNTON STREET,BOYNTON STREET,588,295
6413,56 BOYNTON STREET,BOYNTON STREET,656,269
5672,61 BOYNTON STREET,BOYNTON STREET,629,217
5947,62 BOYNTON STREET,BOYNTON STREET,650,178
5875,63 BOYNTON STREET,BOYNTON STREET,658,186
6436,66 BOYNTON STREET,BOYNTON STREET,614,182
7921,74 BOYNTON STREET,BOYNTON STREET,626,262
8292,75 BOYNTON STREET,BOYNTON STREET,623,164
6202,76 BOYNTON STREET,BOYNTON STREET,622,74
8482,77 BOYNTON STREET,BOYNTON STREET,688,97
8004,83 BOYNTON STREET,BOYNTON STREET,648,122
5881,85 BOYNTON STREET,BOYNTON STREET,685,86
8439,87 BOYNTON STREET,BOYNTON STREET,696,147
14976,10 BRADFORD STREET,BRADFORD STREET,588,96
15773,14 BRADFORD STREET,BRADFORD STREET,635,240
14862,15 BRADFORD STREET,BRADFORD STREET,588,134
16002,20 BRADFORD STREET,BRADFORD STREET,695,276
15345,23 BRADFORD STREET,BRADFORD STREET,638,260
15368,24 BRADFORD STREET,BRADFORD STREET,603,191
15400,25 BRADFORD STREET,BRADFORD STREET,589,181
15382,29 BRADFORD STREET,BRADFORD STREET,692,195
15307,30 BRADFORD STREET,BRADFORD STREET,596,186
15824,31 BRADFORD STREET,BRADFORD STREET,651,296
15259,32 BRADFORD STREET,BRADFORD STREET,615,156
15301,36 BRADFORD STREET,BRADFORD STREET,667,287
15289,37 BRADFORD STREET,BRADFORD STREET,603,278
16651,40 BRADFORD STREET,BRADFORD STREET,608,140
14985,9 BRADFORD STREET,BRADFORD STREET,685,166
18373,292 BRAEMORE ROAD,BRAEMORE ROAD,574,185
18389,293 BRAEMORE ROAD,BRAEMORE ROAD,609,77
19452,39 BRAEMORE ROAD,BRAEMORE ROAD,554,253
19211,45 BRAEMORE ROAD,BRAEMORE ROAD,696,165
19454,49 BRAEMORE ROAD,BRAEMORE ROAD,576,251
19559,53 BRAEMORE ROAD,BRAEMORE ROAD,665,84
22487,13 BRENNAN AVENUE,BRENNAN AVENUE,604,185
22443,20 BRENNAN AVENUE,BRENNAN AVENUE,625,161
22473,21 BRENNAN AVENUE,BRENNAN AVENUE,637,272
22436,27 BRENNAN AVENUE,BRENNAN AVENUE,630,247
22132,100 BREWSTER ROAD,BREWSTER ROAD,608,205
22101,105 BREWSTER ROAD,BREWSTER ROAD,700,216
22173,106 BREWSTER ROAD,BREWSTER ROAD,684,166
22549,111 BREWSTER ROAD,BREWSTER ROAD,578,211
22127,114 BREWSTER ROAD,BREWSTER ROAD,583,159
22517,119 BREWSTER ROAD,BREWSTER ROAD,583,164
21970,12 BREWSTER ROAD,BREWSTER ROAD,683,88
22103,120 BREWSTER ROAD,BREWSTER ROAD,681,122
22524,125 BREWSTER ROAD,BREWSTER ROAD,574,236
22811,126 BREWSTER ROAD,BREWSTER ROAD,558,261
22561,133 BREWSTER ROAD,BREWSTER ROAD,571,131
22112,134 BREWSTER ROAD,BREWSTER ROAD,677,255
22562,139 BREWSTER ROAD,BREWSTER ROAD,627,271
22116,140 BREWSTER ROAD,BREWSTER ROAD,694,235
22502,145 BREWSTER ROAD,BREWSTER ROAD,640,120
22094,148 BREWSTER ROAD,BREWSTER ROAD,601,130
22540,157 BREWSTER ROAD,BREWSTER ROAD,559,265
22166,18 BREWSTER ROAD,BREWSTER ROAD,607,253
22191,24 BREWSTER ROAD,BREWSTER ROAD,601,110
22078,31 BREWSTER ROAD,BREWSTER ROAD,678,143
22192,32 BREWSTER ROAD,BREWSTER ROAD,642,131
22188,38 BREWSTER ROAD,BREWSTER ROAD,553,149
22096,39 BREWSTER ROAD,BREWSTER ROAD,617,99
22670,44 BREWSTER ROAD,BREWSTER ROAD,554,272
22126,45 BREWSTER ROAD,BREWSTER ROAD,620,115
22679,5 BREWSTER ROAD,BREWSTER ROAD,688,177
22121,53 BREWSTER ROAD,BREWSTER ROAD,694,296
22150,61 BREWSTER ROAD,BREWSTER ROAD,637,236
22174,66 BREWSTER ROAD,BREWSTER ROAD,652,169
22622,67 BREWSTER ROAD,BREWSTER ROAD,586,130
22138,76 BREWSTER ROAD,BREWSTER ROAD,689,65
22128,91 BREWSTER ROAD,BREWSTER ROAD,686,177
22156,94 BREWSTER ROAD,BREWSTER ROAD,563,113
22089,99 BREWSTER ROAD,BREWSTER ROAD,652,155
16557,10 BRIAR HILL LANE,BRIAR HILL LANE,668,279
16376,11 BRIAR HILL LANE,BRIAR HILL LANE,644,297
16411,16 BRIAR HILL LANE,BRIAR HILL LANE,642,131
16306,17 BRIAR HILL LANE,BRIAR HILL LANE,694,251
16444,22 BRIAR HILL LANE,BRIAR HILL LANE,686,80
16255,23 BRIAR HILL LANE,BRIAR HILL LANE,614,232
16285,12 BRIARWOOD ROAD,BRIARWOOD ROAD,581,167
16349,18 BRIARWOOD ROAD,BRIARWOOD ROAD,595,135
16498,24 BRIARWOOD ROAD,BRIARWOOD ROAD,686,120
16327,29 BRIARWOOD ROAD,BRIARWOOD ROAD,600,153
16399,3 BRIARWOOD ROAD,BRIARWOOD ROAD,559,76
16455,32 BRIARWOOD ROAD,BRIARWOOD ROAD,632,98
16564,38 BRIARWOOD ROAD,BRIARWOOD ROAD,688,78
16413,39 BRIARWOOD ROAD,BRIARWOOD ROAD,596,218
16287,44 BRIARWOOD ROAD,BRIARWOOD ROAD,589,179
17694,52 BRIARWOOD ROAD,BRIARWOOD ROAD,614,253
17693,55 BRIARWOOD ROAD,BRIARWOOD ROAD,627,114
16292,6 BRIARWOOD ROAD,BRIARWOOD ROAD,563,300
17823,60 BRIARWOOD ROAD,BRIARWOOD ROAD,665,198
17875,69 BRIARWOOD ROAD,BRIARWOOD ROAD,592,275
17650,70 BRIARWOOD ROAD,BRIARWOOD ROAD,657,277
17649,76 BRIARWOOD ROAD,BRIARWOOD ROAD,672,175
17663,80 BRIARWOOD ROAD,BRIARWOOD ROAD,616,255
17799,81 BRIARWOOD ROAD,BRIARWOOD ROAD,671,239
17868,86 BRIARWOOD ROAD,BRIARWOOD ROAD,693,249
17782,87 BRIARWOOD ROAD,BRIARWOOD ROAD,561,150
16352,9 BRIARWOOD ROAD,BRIARWOOD ROAD,599,133
17831,92 BRIARWOOD ROAD,BRIARWOOD ROAD,641,226
17667,93 BRIARWOOD ROAD,BRIARWOOD ROAD,659,239
8822,11 BRIGHAM ROAD,BRIGHAM ROAD,592,300
8954,12 BRIGHAM ROAD,BRIGHAM ROAD,569,94
8816,16 BRIGHAM ROAD,BRIGHAM ROAD,597,199
9122,17 BRIGHAM ROAD,BRIGHAM ROAD,607,165
8603,20 BRIGHAM ROAD,BRIGHAM ROAD,553,294
10958,21 BRIGHAM ROAD,BRIGHAM ROAD,647,244
9337,25 BRIGHAM ROAD,BRIGHAM ROAD,656,154
10603,26 BRIGHAM ROAD,BRIGHAM ROAD,560,72
11991,27 BRIGHAM ROAD,BRIGHAM ROAD,671,300
11766,31 BRIGHAM ROAD,BRIGHAM ROAD,689,98
10899,32 BRIGHAM ROAD,BRIGHAM ROAD,589,123
10682,34 BRIGHAM ROAD,BRIGHAM ROAD,588,280
11321,35 BRIGHAM ROAD,BRIGHAM ROAD,674,62
13498,36 BRIGHAM ROAD,BRIGHAM ROAD,590,220
10649,39 BRIGHAM ROAD,BRIGHAM ROAD,642,115
13749,45 BRIGHAM ROAD,BRIGHAM ROAD,657,93
13132,46 BRIGHAM ROAD,BRIGHAM ROAD,647,283
10307,100 BRIGHT STREET,BRIGHT STREET,630,117
10087,103 BRIGHT STREET,BRIGHT STREET,649,95
7268,104 BRIGHT STREET,BRIGHT STREET,551,199
7259,105 BRIGHT STREET,BRIGHT STREET,583,78
7269,106 BRIGHT STREET,BRIGHT STREET,595,285
7260,107 BRIGHT STREET,BRIGHT STREET,600,166
7310,109 BRIGHT STREET,BRIGHT STREET,596,159
12947,11 BRIGHT STREET,BRIGHT STREET,618,161
7309,111 BRIGHT STREET,BRIGHT STREET,589,149
7520,112 BRIGHT STREET,BRIGHT STREET,683,136
7864,113 BRIGHT STREET,BRIGHT STREET,569,66
7867,115 BRIGHT STREET,BRIGHT STREET,611,142
7793,116 BRIGHT STREET,BRIGHT STREET,617,115
7866,117 BRIGHT STREET,BRIGHT STREET,690,279
7868,119 BRIGHT STREET,BRIGHT STREET,663,66
11608,12 BRIGHT STREET,BRIGHT STREET,572,229
7745,120 BRIGHT STREET,BRIGHT STREET,620,236
7538,123 BRIGHT STREET,BRIGHT STREET,627,253
7875,126 BRIGHT STREET,BRIGHT STREET,581,206
7235,130 BRIGHT STREET,BRIGHT STREET,617,174
7395,131 BRIGHT STREET,BRIGHT STREET,592,258
7236,132 BRIGHT STREET,BRIGHT STREET,695,132
6933,133 BRIGHT STREET,BRIGHT STREET,574,87
7015,134 BRIGHT STREET,BRIGHT STREET,667,286
6886,135 BRIGHT STREET,BRIGHT STREET,631,241
7014,136 BRIGHT STREET,BRIGHT STREET,628,201
5831,138 BRIGHT STREET,BRIGHT STREET,576,207
7588,139 BRIGHT STREET,BRIGHT STREET,573,268
5755,141 BRIGHT STREET,BRIGHT STREET,698,137
6371,142 BRIGHT STREET,BRIGHT STREET,592,227
5754,143 BRIGHT STREET,BRIGHT STREET,644,201
6370,144 BRIGHT STREET,BRIGHT STREET,693,251
6266,145 BRIGHT STREET,BRIGHT STREET,696,113
6098,146 BRIGHT STREET,BRIGHT STREET,616,269
6267,147 BRIGHT STREET,BRIGHT STREET,594,194
6100,148 BRIGHT STREET,BRIGHT STREET,676,206
5973,149 BRIGHT STREET,BRIGHT STREET,627,289
11886,15 BRIGHT STREET,BRIGHT STREET,699,74
6170,150 BRIGHT STREET,BRIGHT STREET,644,129
5971,151 BRIGHT STREET,BRIGHT STREET,679,182
6194,153 BRIGHT STREET,BRIGHT STREET,552,128
5972,155 BRIGHT STREET,BRIGHT STREET,585,233
5860,156 BRIGHT STREET,BRIGHT STREET,655,276
5858,158 BRIGHT STREET,BRIGHT STREET,646,204
5758,161 BRIGHT STREET,BRIGHT STREET,645,247
6416,163 BRIGHT STREET,BRIGHT STREET,600,262
8518,166 BRIGHT STREET,BRIGHT STREET,697,267
8515,168 BRIGHT STREET,BRIGHT STREET,584,64
8513,170 BRIGHT STREET,BRIGHT STREET,589,268
8514,172 BRIGHT STREET,BRIGHT STREET,592,168
10440,23 BRIGHT STREET,BRIGHT STREET,605,283
10769,25 BRIGHT STREET,BRIGHT STREET,613,178
10923,31 BRIGHT STREET,BRIGHT STREET,618,186
8714,35 BRIGHT STREET,BRIGHT STREET,592,162
8900,41 BRIGHT STREET,BRIGHT STREET,649,139
10550,45 BRIGHT STREET,BRIGHT STREET,651,200
10665,48 BRIGHT STREET,BRIGHT STREET,699,107
13395,5 BRIGHT STREET,BRIGHT STREET,682,296
11071,51 BRIGHT STREET,BRIGHT STREET,687,244
10393,54 BRIGHT STREET,BRIGHT STREET,650,167
10874,57 BRIGHT STREET,BRIGHT STREET,654,87
13034,6 BRIGHT STREET,BRIGHT STREET,700,107
10787,61 BRIGHT STREET,BRIGHT STREET,632,179
8702,64 BRIGHT STREET,BRIGHT STREET,616,161
8685,67 BRIGHT STREET,BRIGHT STREET,637,107
10072,75 BRIGHT STREET,BRIGHT STREET,684,81
9687,79 BRIGHT STREET,BRIGHT STREET,698,174
9763,92 BRIGHT STREET,BRIGHT STREET,698,288
10164,93 BRIGHT STREET,BRIGHT STREET,589,119
9762,94 BRIGHT STREET,BRIGHT STREET,618,216
10165,95 BRIGHT STREET,BRIGHT STREET,596,235
9821,96 BRIGHT STREET,BRIGHT STREET,653,296
10035,99 BRIGHT STREET,BRIGHT STREET,595,205
11455,10 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,687,264
11679,15 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,693,168
11457,16 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,619,110
11343,21 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,650,144
11587,22 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,659,290
11574,27 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,664,207
11855,28 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,574,150
12902,3 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,604,174
12637,39 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,693,81
13127,4 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,609,115
12034,40 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,671,261
12588,44 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,590,259
12246,45 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,640,218
12166,50 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,560,109
12153,51 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,568,213
12118,55 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,630,214
12412,56 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,606,259
13450,60 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,616,189
14521,61 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,579,236
12825,65 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,680,71
12695,66 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,597,112
14504,71 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,553,171
11512,9 BRIGHTWOOD ROAD,BRIGHTWOOD ROAD,681,265
8249,10 BROOK AVENUE,BROOK AVENUE,575,116
8175,11 BROOK AVENUE,BROOK AVENUE,686,138
8174,14 BROOK AVENUE,BROOK AVENUE,591,114
8241,9 BROOK AVENUE,BROOK AVENUE,571,248
22807,1 BROOK ROAD,BROOK ROAD,655,236
22738,2 BROOK ROAD,BROOK ROAD,571,71
22817,3 BROOK ROAD,BROOK ROAD,553,239
16527,11 BROOKFIELD ROAD,BROOKFIELD ROAD,551,78
15625,12 BROOKFIELD ROAD,BROOKFIELD ROAD,689,249
16462,17 BROOKFIELD ROAD,BROOKFIELD ROAD,656,82
15626,18 BROOKFIELD ROAD,BROOKFIELD ROAD,618,73
16566,21 BROOKFIELD ROAD,BROOKFIELD ROAD,682,63
15587,22 BROOKFIELD ROAD,BROOKFIELD ROAD,590,243
16458,25 BROOKFIELD ROAD,BROOKFIELD ROAD,558,130
16453,26 BROOKFIELD ROAD,BROOKFIELD ROAD,602,246
17633,29 BROOKFIELD ROAD,BROOKFIELD ROAD,599,96
16526,30 BROOKFIELD ROAD,BROOKFIELD ROAD,676,274
16583,33 BROOKFIELD ROAD,BROOKFIELD ROAD,591,107
16440,34 BROOKFIELD ROAD,BROOKFIELD ROAD,568,296
16587,35 BROOKFIELD ROAD,BROOKFIELD ROAD,658,145
16477,38 BROOKFIELD ROAD,BROOKFIELD ROAD,610,139
17733,42 BROOKFIELD ROAD,BROOKFIELD ROAD,585,224
18808,1 BROOKWAY COURT,BROOKWAY COURT,700,90
18964,10 BROOKWAY COURT,BROOKWAY COURT,606,172
19193,11 BROOKWAY COURT,BROOKWAY COURT,577,81
18965,12 BROOKWAY COURT,BROOKWAY COURT,575,224
19191,13 BROOKWAY COURT,BROOKWAY COURT,679,120
19997,14 BROOKWAY COURT,BROOKWAY COURT,562,211
19190,15 BROOKWAY COURT,BROOKWAY COURT,571,201
19995,16 BROOKWAY COURT,BROOKWAY COURT,645,195
19994,18 BROOKWAY COURT,BROOKWAY COURT,642,98
18967,2 BROOKWAY COURT,BROOKWAY COURT,634,244
19996,20 BROOKWAY COURT,BROOKWAY COURT,609,242
19998,22 BROOKWAY COURT,BROOKWAY COURT,593,82
19999,24 BROOKWAY COURT,BROOKWAY COURT,609,269
18811,3 BROOKWAY COURT,BROOKWAY COURT,595,253
18966,4 BROOKWAY COURT,BROOKWAY COURT,696,102
18809,5 BROOKWAY COURT,BROOKWAY COURT,682,105
18968,6 BROOKWAY COURT,BROOKWAY COURT,692,195
18810,7 BROOKWAY COURT,BROOKWAY COURT,645,265
18969,8 BROOKWAY COURT,BROOKWAY COURT,592,213
19192,9 BROOKWAY COURT,BROOKWAY COURT,665,119
18790,10 BROOKWAY ROAD,BROOKWAY ROAD,574,218
18791,12 BROOKWAY ROAD,BROOKWAY ROAD,642,189
18788,14 BROOKWAY ROAD,BROOKWAY ROAD,550,194
18789,16 BROOKWAY ROAD,BROOKWAY ROAD,588,150
19127,22 BROOKWAY ROAD,BROOKWAY ROAD,683,113
19937,5 BROOKWAY ROAD,BROOKWAY ROAD,628,206
3477,11 BROWN STREET,BROWN STREET,624,229
1223,112 BROWN STREET,BROWN STREET,569,200
1224,114 BROWN STREET,BROWN STREET,582,186
1727,117 BROWN STREET,BROWN STREET,670,207
1507,118 BROWN STREET,BROWN STREET,670,288
1689,119 BROWN STREET,BROWN STREET,665,71
3448,12 BROWN STREET,BROWN STREET,578,275
1916,121 BROWN STREET,BROWN STREET,600,249
1780,122 BROWN STREET,BROWN STREET,648,92
1687,123 BROWN STREET,BROWN STREET,571,75
1779,124 BROWN STREET,BROWN STREET,674,169
1865,126 BROWN STREET,BROWN STREET,628,171
1360,127 BROWN STREET,BROWN STREET,613,76
1362,129 BROWN STREET,BROWN STREET,671,79
3479,13 BROWN STREET,BROWN STREET,631,100
1470,130 BROWN STREET,BROWN STREET,558,291
1751,133 BROWN STREET,BROWN STREET,639,116
1714,134 BROWN STREET,BROWN STREET,603,144
1643,136 BROWN STREET,BROWN STREET,606,147
1087,138 BROWN STREET,BROWN STREET,602,222
1371,139 BROWN STREET,BROWN STREET,677,210
3450,14 BROWN STREET,BROWN STREET,575,116
1540,141 BROWN STREET,BROWN STREET,662,125
893,144 BROWN STREET,BROWN STREET,647,275
931,145 BROWN STREET,BROWN STREET,561,114
1602,147 BROWN STREET,BROWN STREET,664,264
1605,149 BROWN STREET,BROWN STREET,644,220
3483,15 BROWN STREET,BROWN STREET,610,167
1468,150 BROWN STREET,BROWN STREET,569,113
1311,151 BROWN STREET,BROWN STREET,580,189
1968,152 BROWN STREET,BROWN STREET,576,63
1310,153 BROWN STREET,BROWN STREET,666,211
1896,154 BROWN STREET,BROWN STREET,628,178
1895,156 BROWN STREET,BROWN STREET,699,229
1932,159 BROWN STREET,BROWN STREET,668,194
1611,160 BROWN STREET,BROWN STREET,679,109
1934,161 BROWN STREET,BROWN STREET,633,97
1710,162 BROWN STREET,BROWN STREET,656,93
852,163 BROWN STREET,BROWN STREET,572,279
1711,164 BROWN STREET,BROWN STREET,696,200
3481,17 BROWN STREET,BROWN STREET,624,255
1147,173 BROWN STREET,BROWN STREET,573,111
1742,174 BROWN STREET,BROWN STREET,641,132
1198,175 BROWN STREET,BROWN STREET,636,176
912,179 BROWN STREET,BROWN STREET,594,141
1416,180 BROWN STREET,BROWN STREET,628,113
946,181 BROWN STREET,BROWN STREET,566,116
1838,184 BROWN STREET,BROWN STREET,670,79
2933,185 BROWN STREET,BROWN STREET,652,86
858,187 BROWN STREET,BROWN STREET,616,237
1814,188 BROWN STREET,BROWN STREET,595,152
859,189 BROWN STREET,BROWN STREET,640,133
3482,19 BROWN STREET,BROWN STREET,615,209
1069,193 BROWN STREET,BROWN STREET,643,87
1414,194 BROWN STREET,BROWN STREET,556,218
1071,195 BROWN STREET,BROWN STREET,569,297
1813,196 BROWN STREET,BROWN STREET,602,263
1508,197 BROWN STREET,BROWN STREET,673,168
1510,199 BROWN STREET,BROWN STREET,686,129
955,201 BROWN STREET,BROWN STREET,607,153
2025,202 BROWN STREET,BROWN STREET,558,297
954,203 BROWN STREET,BROWN STREET,625,222
2024,204 BROWN STREET,BROWN STREET,700,185
1144,205 BROWN STREET,BROWN STREET,600,134
1276,206 BROWN STREET,BROWN STREET,593,126
1549,207 BROWN STREET,BROWN STREET,688,253
1277,208 BROWN STREET,BROWN STREET,597,153
1551,209 BROWN STREET,BROWN STREET,602,234
3122,210 BROWN STREET,BROWN STREET,575,66
1306,211 BROWN STREET,BROWN STREET,628,276
3123,212 BROWN STREET,BROWN STREET,638,251
2641,213 BROWN STREET,BROWN STREET,681,115
868,214 BROWN STREET,BROWN STREET,696,253
1061,215 BROWN STREET,BROWN STREET,689,191
867,216 BROWN STREET,BROWN STREET,572,96
1519,217 BROWN STREET,BROWN STREET,612,246
1505,218 BROWN STREET,BROWN STREET,682,252
1518,219 BROWN STREET,BROWN STREET,578,223
1240,221 BROWN STREET,BROWN STREET,569,116
984,222 BROWN STREET,BROWN STREET,619,120
1241,223 BROWN STREET,BROWN STREET,580,249
983,224 BROWN STREET,BROWN STREET,688,70
3252,23 BROWN STREET,BROWN STREET,607,285
1139,233 BROWN STREET,BROWN STREET,641,155
1141,235 BROWN STREET,BROWN STREET,605,269
1140,237 BROWN STREET,BROWN STREET,550,210
948,239 BROWN STREET,BROWN STREET,553,97
2811,240 BROWN STREET,BROWN STREET,586,249
2809,242 BROWN STREET,BROWN STREET,552,171
1042,243 BROWN STREET,BROWN STREET,615,108
993,247 BROWN STREET,BROWN STREET,607,260
2546,248 BROWN STREET,BROWN STREET,645,184
3259,25 BROWN STREET,BROWN STREET,635,245
2547,250 BROWN STREET,BROWN STREET,664,220
1047,251 BROWN STREET,BROWN STREET,561,179
1400,252 BROWN STREET,BROWN STREET,654,217
1049,253 BROWN STREET,BROWN STREET,632,160
1399,254 BROWN STREET,BROWN STREET,680,136
2640,255 BROWN STREET,BROWN STREET,599,254
1522,256 BROWN STREET,BROWN STREET,588,271
2639,257 BROWN STREET,BROWN STREET,680,71
1523,258 BROWN STREET,BROWN STREET,582,209
1332,259 BROWN STREET,BROWN STREET,679,84
1340,260 BROWN STREET,BROWN STREET,571,165
1331,261 BROWN STREET,BROWN STREET,557,114
1338,262 BROWN STREET,BROWN STREET,600,182
1234,263 BROWN STREET,BROWN STREET,605,181
1237,265 BROWN STREET,BROWN STREET,567,165
2771,266 BROWN STREET,BROWN STREET,595,289
2612,268 BROWN STREET,BROWN STREET,598,247
1512,269 BROWN STREET,BROWN STREET,644,179
3258,27 BROWN STREET,BROWN STREET,657,222
3254,29 BROWN STREET,BROWN STREET,645,213
4188,3 BROWN STREET,BROWN STREET,650,176
3253,31 BROWN STREET,BROWN STREET,651,249
4183,32 BROWN STREET,BROWN STREET,596,142
3251,33 BROWN STREET,BROWN STREET,622,109
4449,37 BROWN STREET,BROWN STREET,600,190
4383,38 BROWN STREET,BROWN STREET,636,204
4451,39 BROWN STREET,BROWN STREET,572,166
4385,40 BROWN STREET,BROWN STREET,616,199
4184,43 BROWN STREET,BROWN STREET,628,211
4186,45 BROWN STREET,BROWN STREET,554,170
3248,49 BROWN STREET,BROWN STREET,689,219
4248,5 BROWN STREET,BROWN STREET,576,299
3399,51 BROWN STREET,BROWN STREET,550,143
3918,53 BROWN STREET,BROWN STREET,655,121
3917,55 BROWN STREET,BROWN STREET,670,157
4152,59 BROWN STREET,BROWN STREET,663,145
3369,60 BROWN STREET,BROWN STREET,615,141
4151,61 BROWN STREET,BROWN STREET,613,168
3370,62 BROWN STREET,BROWN STREET,565,141
1094,65 BROWN STREET,BROWN STREET,560,100
3677,66 BROWN STREET,BROWN STREET,625,114
1093,67 BROWN STREET,BROWN STREET,651,277
3865,68 BROWN STREET,BROWN STREET,603,242
4380,7 BROWN STREET,BROWN STREET,683,182
1465,71 BROWN STREET,BROWN STREET,574,61
4053,72 BROWN STREET,BROWN STREET,687,171
1462,73 BROWN STREET,BROWN STREET,666,244
4051,74 BROWN STREET,BROWN STREET,558,179
3760,76 BROWN STREET,BROWN STREET,601,85
895,77 BROWN STREET,BROWN STREET,675,257
894,79 BROWN STREET,BROWN STREET,679,82
3493,8 BROWN STREET,BROWN STREET,648,74
3926,82 BROWN STREET,BROWN STREET,676,235
1781,83 BROWN STREET,BROWN STREET,604,132
3548,84 BROWN STREET,BROWN STREET,605,205
1782,85 BROWN STREET,BROWN STREET,692,105
3831,86 BROWN STREET,BROWN STREET,663,189
935,87 BROWN STREET,BROWN STREET,657,115
2019,89 BROWN STREET,BROWN STREET,624,209
3478,9 BROWN STREET,BROWN STREET,593,141
3642,92 BROWN STREET,BROWN STREET,617,224
3641,94 BROWN STREET,BROWN STREET,693,263
849,95 BROWN STREET,BROWN STREET,618,275
1428,97 BROWN STREET,BROWN STREET,641,221
7321,10 BROWNS AVENUE,BROWNS AVENUE,655,283
7498,12 BROWNS AVENUE,BROWNS AVENUE,700,245
